03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	05,	51,	05,	51,	06,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	05,	51,	05,	51,	05,	03,	03,	05,	05,	06,	05,	05,	05,	05,	05,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	65,	63,	05,	05,	51,	51,	51,	05,	03,	05,	03,	03,	05,	05,	05,	05,	05,	02,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	05,	05,	05,	51,	05,	05,	51,	51,	05,	06,	05,	03,	05,	05,	60,	05,	02,	02,	02,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	54,	05,	05,	05,	05,	05,	06,	06,	05,	51,	05,	51,	51,	05,	03,	03,	03,	03,	05,	05,	05,	05,	05,	02,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	05,	05,	05,	05,	06,	05,	05,	05,	05,	51,	05,	51,	05,	03,	03,	03,	03,	03,	05,	05,	05,	05,	05,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	05,	05,	05,	03,	03,	03,	03,	03,	05,	05,	51,	51,	51,	03,	03,	03,	03,	03,	03,	03,	66,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	05,	05,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	05,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	05,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	06,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	05,	05,	05,	59,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	05,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,	03,
